"id" "text" "screenname" "isretweet" "retweeted" "created"
"119" "537378357747646464" "RT @FastCoExist: .@Google, @Oceana, and SkyTruth partner to make a live global map for tracking illegal fishing http://t.co/pZNIMUol04 http…" "maticgoran" TRUE FALSE 1416955959
"120" "537378251245895682" "G-damnit this is the SECOND time the @google street cam has filmed me shoving food in my mouth. #badtiming #digitalfootprints" "iamkellimc" FALSE FALSE 1416955933
"121" "537378239820595201" "RT @MLearn_: RT @MLearn_: 

@Google Can Now Describe Your Cat Photos - http://t.co/FUSlHj0oED
#MachineLearning #DataMining http://t.co/Emct…" "ScottClendaniel" TRUE FALSE 1416955931
"122" "537378017442398208" "RT @intlCES: Join our @Google Hangout w/ @NicoleGallucci, author of Adversperience today at 2 PM ET http://t.co/XavXxboXjc http://t.co/gEg3…" "intlboost" TRUE FALSE 1416955878
"123" "537378013835296769" "RT @jabawack: Amazing stuff @Google’s Brain-Inspired Software Describes What It Sees in Complex Images http://t.co/TCMLceArBH" "PaulaCamachoN" TRUE FALSE 1416955877
"124" "537377975407087616" "Case Suggests How Government May Get Around Phone Encryption @applenws @google http://t.co/xv4I4JduEA" "mgboz" FALSE FALSE 1416955867
"125" "537377584028192768" "RT @chsweb: .@Google break-up plan emerges from Brussels http://t.co/bWfeDDkTpY #itrtg http://t.co/9Exrd6Fu7O" "FullHost" TRUE FALSE 1416955774
"126" "537377563505881088" "Calender has a new look too!! This is so exciting!!@htc #htcone @google @Android @HTC_UK http://t.co/XpZuMTMd8f" "FrankiValerie" FALSE FALSE 1416955769
"127" "537377468387041280" "RT @chsweb: .@Google break-up plan emerges from Brussels http://t.co/bWfeDDkTpY #itrtg http://t.co/9Exrd6Fu7O" "AviLambert" TRUE FALSE 1416955747
"128" "537377157954027520" "Now if @Android &amp; @google would fix the battery drain on the #Galaxy #S3 4.4.2" "jwebbfiat" FALSE FALSE 1416955673
"129" "537377043789668352" "@IanGertler @amazon @google yes, and small bus America is about to get leveraged. Mixed blessings." "chiprdu" FALSE FALSE 1416955645
"130" "537376996310122496" "RT @Klischeepunk: @google you really should've used a pie chart." "MariamCook" TRUE FALSE 1416955634
"131" "537376889984528385" "RT @sengineland: .@Google has updated the international targeting Hreflang Webmaster tools reporting: http://t.co/ViBbHtbNKr" "enricramos" TRUE FALSE 1416955609
"132" "537376743225847808" "RT @SirJamesGray: I'm so thankful @android won't let me delete photos :) @AndroidDev @GoogleDesign @googledevs @androidandme @google http:/…" "JamieDigitalArt" TRUE FALSE 1416955574
"133" "537376575420129282" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "thak777" TRUE FALSE 1416955534
"134" "537376555581046784" "@google @AndroidDev What's the secret handshake for a list of px dimensions so I can design @Photoshop comps of #android apps for developer?" "SugarShockMedia" FALSE FALSE 1416955529
"135" "537376533619695617" "@Google first #TimesSquare ad? #Android of course http://t.co/CgeCARrSMS" "centistech" FALSE FALSE 1416955524
"136" "537376487486545920" "Is the .@Google contributor the end of #ads on the #web? http://t.co/Pdxd6wJdCt #Advertising #Digital #ViralSpiral http://t.co/RwP3q5lm61" "Viral_Spiral" FALSE FALSE 1416955513
"137" "537376281797873665" "@google - they can't hear my voice because I'm poor and unknown | http://t.co/oQ2nv6VnF0 | please be my voice - just retweet!" "SpotlightGP" FALSE FALSE 1416955464
"138" "537376266945835009" "RT @google: Today in unsurprising pie-related news: Pumpkin pie rules the search trends this time of year http://t.co/BbX9g4uVXo http://t.c…" "CrispyNuggetD" TRUE FALSE 1416955460
"139" "537375862341902336" "Mom hates @bing, said its foreign &amp; it takes u to a bunch of mess! She knws @google The apple contract will control the future search @Yahoo" "Candolife" FALSE FALSE 1416955364
"140" "537375292965531649" "RT @PallMallBarbers: Gentlemen's are restyled by our experts and got PMB #shaving and grooming products for the style maintenance @google h…" "Romann_Alt" TRUE FALSE 1416955228
"141" "537374979944226816" "RT @google: Driving tomorrow? Leave before 2pm, after 7pm to skip the worst traffic, says @GoogleMaps data http://t.co/dG70TWyutS http://t.…" "rdicker" TRUE FALSE 1416955153
"142" "537374964480229376" "We're working on lots of tech stuff behind the scenes to give you folks better experiences with us, mainly @google related things." "HuddleMagazine" FALSE FALSE 1416955150
"143" "537374657301995520" "RT @CulverhouseDean: @culverhouse thanks @google Dir. of Engineering &amp; UA Alum Nan Boden for Monday's meeting w/ UA leaders &amp; students. htt…" "UA_STEM_MBA" TRUE FALSE 1416955076
"144" "537374490121228290" "RT @google: Today in unsurprising pie-related news: Pumpkin pie rules the search trends this time of year http://t.co/BbX9g4uVXo http://t.c…" "helenaaa_h" TRUE FALSE 1416955037
"145" "537374481165975552" "Dear @Google: We're Google employees and users standing together for Title II net neutrality, will you stand with us? http://t.co/F711I2MpYw" "paulsauve46" FALSE FALSE 1416955034
"146" "537374480822067202" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "Hillhaus" TRUE FALSE 1416955034
"147" "537374387906023426" "RT @MLearn_: RT @MLearn_: 

@Google Can Now Describe Your Cat Photos - http://t.co/FUSlHj0oED
#MachineLearning #DataMining http://t.co/Emct…" "Opti_Wise" TRUE FALSE 1416955012
"148" "537374265025499137" "@google spreadsheet sucks major ass. Just thought i would get that out there" "behutton19" FALSE FALSE 1416954983
"149" "537374153758998529" "RT @DailyNickNews: .@Google Adds #Nickelodeon &amp; @ComedyCentral #Apps To #Chromecast! http://t.co/O4FHtPjFJJ @GoogleChrome #NickApp @Nickelo…" "RegularTweetsUK" TRUE FALSE 1416954956
"150" "537373981645340672" "RT @FinancialReview: Britain urges @Facebook, @Twitter, @Google and others to unearth #terrorists. #ausbiz #auspol #tech http://t.co/YEhxVx…" "AuDeloittian" TRUE FALSE 1416954915
"151" "537373935847735296" "RT @google: Today in unsurprising pie-related news: Pumpkin pie rules the search trends this time of year http://t.co/BbX9g4uVXo http://t.c…" "RicardoBlanco" TRUE FALSE 1416954904
"152" "537373862686511104" "Britain urges @Facebook, @Twitter, @Google and others to unearth #terrorists. #ausbiz #auspol #tech http://t.co/YEhxVx9VEJ" "FinancialReview" FALSE FALSE 1416954887
"153" "537373860094820353" "WTF?!? @Google's Republican lobbyist is keeping it silent in the fight to save the internet." "hyxowohiqyz" FALSE FALSE 1416954886
"154" "537373692922429441" ".@Google Plus is an overlooked #socialnetwork, but it's communities &amp; interactive posts could be a game changer: http://t.co/Xf12uAJHFG" "Bizzabo" FALSE FALSE 1416954846
"155" "537373623108247552" "@RealJayMac @anon99percenter @google  Societies are always in flux. 
Is it degrading? and at what rate, is 4  the experts to decide. Not moi" "parum_sermo" FALSE FALSE 1416954830
"156" "537373594024550400" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "dannywlee" TRUE FALSE 1416954823
"157" "537373448428093440" "@google I can see (L)ollipop in there. hahaha http://t.co/MKfm80jF7m" "buhidyrasit" FALSE FALSE 1416954788
"158" "537373432091258880" "Google’s New Dashboard Shows You All the Devices Accessing Your Account http://t.co/CEqtwEZLGI @googledevsdrive @googleforwork @google" "daviddevino" FALSE FALSE 1416954784
"159" "537373291565305856" "RT @businessinsider - http://t.co/c5507bYJB8 - This makes me so happy. Google invented a spoon to aid Parkinson's tremors. Thanks @google!" "LaurenFishbane" FALSE FALSE 1416954751
"160" "537373186715684864" "RT @google: Driving tomorrow? Leave before 2pm, after 7pm to skip the worst traffic, says @GoogleMaps data http://t.co/dG70TWyutS http://t.…" "ScottSwezey" TRUE FALSE 1416954726
"161" "537372918414848001" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "GeorgiaGRD" TRUE FALSE 1416954662
"162" "537372916589936641" "RT @Liberationtech: #Austin Public Housing to Get Free Internet via @Google http://t.co/GiEtV8zFsl h/t @AP #Texas #USA" "Oluvus" TRUE FALSE 1416954661
"163" "537372905454051328" "Watching @Google I/O 2014 Keynote on #MaterialDesign &amp; I must say its a stunning how fluid #UX is becoming #TeamAndroid" "GodwinWi" FALSE FALSE 1416954659
"164" "537372861229711360" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "TheBrainMasters" TRUE FALSE 1416954648
"165" "537372746209308672" "@google please can you sign and retweet to help John Cantlie by signing this epetition - http://t.co/Z2jMMLMaBh ." "PoppyDouglass" FALSE FALSE 1416954621
"166" "537372660561227776" "@parum_sermo @anon99percenter @google 
It's the reception like that which contributes to the degradation of our
society" "RealJayMac" FALSE FALSE 1416954600
"167" "537372607847604224" "RT @google: Today in unsurprising pie-related news: Pumpkin pie rules the search trends this time of year http://t.co/BbX9g4uVXo http://t.c…" "dlnwgnr" TRUE FALSE 1416954588
"168" "537372584610783235" "@Newsignedbooks thanks for following. please check our #CSR program for micro buz. FREE iREAP Lite POS @google play  http://t.co/1zQqB3OjNM" "STEM_Indonesia" FALSE FALSE 1416954582
"169" "537372467963392000" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "LVickersRVA" TRUE FALSE 1416954554
"170" "537372361549680640" "@chiprdu Very intriguing, Chip ... it's clear that @Amazon &amp; @Google are increasingly becoming head-to-head competitors." "IanGertler" FALSE FALSE 1416954529
"171" "537372339693178882" "Interesting. @google experimenting w/ people paying 2 fund web.  U get a thank you note where #advertising would be https://t.co/MCY0M7tcvX" "JonathanMWise" FALSE FALSE 1416954524
"172" "537372299800748032" "@google YAY! @bing piss off!" "mrshwanky" FALSE FALSE 1416954514
"173" "537372262182424576" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "isaias_barroso" TRUE FALSE 1416954505
"174" "537372252187021312" "@google Cool and beneficial for the mass, bought by Google." "KingofRough" FALSE FALSE 1416954503
"175" "537371979616370689" "RT @sengineland: .@Google has updated the international targeting Hreflang Webmaster tools reporting: http://t.co/ViBbHtbNKr" "dublinseocompan" TRUE FALSE 1416954438
"176" "537371929406353408" "RT @google: Driving tomorrow? Leave before 2pm, after 7pm to skip the worst traffic, says @GoogleMaps data http://t.co/dG70TWyutS http://t.…" "carlynewilson" TRUE FALSE 1416954426
"177" "537371747410915328" "@scubadays @exploretravel1 @google Diving in #PNG is INCREDIBLE! http://t.co/eVUZeRqxj6 Best dives: @TufiDive, @LOLOATAPNG, @WalindiResort" "PaulineRiman" FALSE FALSE 1416954383
"178" "537371485099532289" "RT @google: Driving tomorrow? Leave before 2pm, after 7pm to skip the worst traffic, says @GoogleMaps data http://t.co/dG70TWyutS http://t.…" "SubbiahPalani" TRUE FALSE 1416954320
"179" "537371434004144128" "#News With snow, when to go? Weather to complicate Thanksgiving travel plans. - Washington Post http://t.co/UfLCzQVlGL Vía @Google" "ObiWanKenobl" FALSE FALSE 1416954308
"180" "537371430988435456" "#News Schumer to Dems: Make Government Help Workers - ABC News http://t.co/YCd4WXtJio Vía @Google" "ObiWanKenobl" FALSE FALSE 1416954307
"181" "537371427972726784" "#News \"Birdman\" leads Independent Spirit Awards nominations - CBS News http://t.co/cIIeD3jp8V Vía @Google" "ObiWanKenobl" FALSE FALSE 1416954306
"182" "537371392585768961" "RT @MLearn_: RT @MLearn_: 

@Google Can Now Describe Your Cat Photos - http://t.co/FUSlHj0oED
#MachineLearning #DataMining http://t.co/Emct…" "Analytics_Edge" TRUE FALSE 1416954298
"183" "537371367336071168" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "Cis4Coffee" TRUE FALSE 1416954292
"184" "537371361875075072" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "UCCan_MandE" TRUE FALSE 1416954291
"185" "537371319957204992" "RT @google: Driving tomorrow? Leave before 2pm, after 7pm to skip the worst traffic, says @GoogleMaps data http://t.co/dG70TWyutS http://t.…" "jbotnascimento" TRUE FALSE 1416954281
"186" "537371299245744128" "RT @chsweb: .@Google break-up plan emerges from Brussels http://t.co/bWfeDDkTpY #itrtg http://t.co/9Exrd6Fu7O" "Saltire49" TRUE FALSE 1416954276
"187" "537371250100670464" "RT @parum_sermo: @anon99percenter And how was that a difficult decision ? and why did it take so long ? and how the fuck did it ever get on…" "crymsonsavior" TRUE FALSE 1416954264
"188" "537371075445669888" "Dear @Google: We're Google employees and users standing together for Title II net neutrality, will you stand with us? http://t.co/JiDcO5Np3B" "jonathanaltman7" FALSE FALSE 1416954222
"189" "537370964414443520" "@AlijahSimon @durov @telegram @google  Logs off ;)" "vladislav_27" FALSE FALSE 1416954196
"190" "537370834613334016" "@RealJayMac @anon99percenter @google   WTF ? _  If I spoke your language ? maybe I could answer you &gt; Good luck  chasing Baphomet ." "parum_sermo" FALSE FALSE 1416954165
"191" "537370804401344512" "RT @sengineland: .@Google has updated the international targeting Hreflang Webmaster tools reporting: http://t.co/ViBbHtbNKr" "seow3era" TRUE FALSE 1416954158
"192" "537370716656500736" "RT @google: Today in unsurprising pie-related news: Pumpkin pie rules the search trends this time of year http://t.co/BbX9g4uVXo http://t.c…" "seow3era" TRUE FALSE 1416954137
"193" "537370560284856320" "@google With regards to android 5.0 would someone mind telling me what on earth you did with the Gallery? Why was it removed?" "AcornKing" FALSE FALSE 1416954100
"194" "537370558191529984" "RT @chsweb: .@Google break-up plan emerges from Brussels http://t.co/bWfeDDkTpY #itrtg http://t.co/9Exrd6Fu7O" "ITRTG" TRUE FALSE 1416954099
"195" "537370501942083584" "RT @BitcoinCenterNY: #Bitcoin will \"act as the internet of money\" - Andy Yee, @Google Head of Public Policy http://t.co/1Ui8PPDqar http://t…" "ddepra" TRUE FALSE 1416954086
"196" "537370397470359552" "RT @google: A spoon that steadies shaking hands is making mealtime easier for people with Parkinson’s http://t.co/M6I5TEQdPy http://t.co/jE…" "GeorgeMagnone" TRUE FALSE 1416954061
"197" "537370383775969281" "Loving the #lollipop update. Go @google !" "thedyau" FALSE FALSE 1416954058
"198" "537370207531302912" "@google stopped me being able to access my youtube account by saying I have a duplicate account. Please advise. Instructions do not work." "NSGreatDictator" FALSE FALSE 1416954015
"199" "537370144901959682" "@google @PatcoWatchers @googlemaps Or take @Amtrak." "thegreengrass" FALSE FALSE 1416954001
"200" "537369856426135552" "MT @gavi: Happy Birthday Jonas Salk! @Google celebrates pioneer whose vaccine is still helping us #endpolio" "ruwihogabyqo" FALSE FALSE 1416953932
""
"id" "text" "screenname" "isretweet" "retweeted" "created"
"1" "539931826374979586" "Santa Tracker 2014: @Google takes on Microsoft and NORAD again http://t.co/GrZ4juKVn2 The mini games are addictive" "simonlazenby" FALSE FALSE 1417564753
"2" "539931745894662144" "...dunno why, but know it wasn't me and we weren't hacked,it's internal Google,who are investigating. Gotta love @Google, they're on it." "AnikoTevvit" FALSE FALSE 1417564734
"3" "539931639694905345" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "DigitalEconoMs" TRUE FALSE 1417564709
"4" "539931536166891520" "@google low income families don't need high speed internet. They need food, higher paying jobs, etc. But, thanks for caring anyway." "misanthrope280" FALSE FALSE 1417564684
"5" "539931511143665664" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "arielposner" TRUE FALSE 1417564678
"6" "539931462712049664" "RT @joyclee: #hcsm across the pond! #Socialmedia, @Google, &amp; the internet are medical tx - http://t.co/TRC2oO6K8u cc @SusannahFox @Nightsco…" "GerryWieder" TRUE FALSE 1417564666
"7" "539931287289462784" "@google wins advertising. #minions http://t.co/OXChU8f9VL" "themusing" FALSE FALSE 1417564624
"8" "539931015255314432" "RT @FedericoPistono: How a nerdy kid from nowhere self-published a best-seller and got noticed by @Google CEO Larry Page and @wsj http://t.…" "walterfemiano" TRUE FALSE 1417564560
"9" "539930760816250882" "#News Professor Stephen Hawking warns development of artificial intelligence could ... - ABC Online http://t.co/5rx94eBU0O Vía @Google" "ObiWanKenobl" FALSE FALSE 1417564499
"10" "539930760057090048" "#News Obama to host new governors at White House Friday - Washington Times http://t.co/QLu4uUWcD8 Vía @Google" "ObiWanKenobl" FALSE FALSE 1417564499
"11" "539930759000104960" "#News 2 children, 1 adult killed in Tennessee school bus crash - New York Daily News http://t.co/05RyKyXRBT Vía @Google" "ObiWanKenobl" FALSE FALSE 1417564499
"12" "539930758039605248" "#News How Israel's Coalition Government Collapsed - TIME http://t.co/I07HkEzanK Vía @Google" "ObiWanKenobl" FALSE FALSE 1417564498
"13" "539930757221736448" "#News Boehner moves to push off immigration fight to 2015 - Fox News http://t.co/t9uWxMODJY Vía @Google" "ObiWanKenobl" FALSE FALSE 1417564498
"14" "539930698576973824" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "lwilcock" TRUE FALSE 1417564484
"15" "539930564317298689" "Perfect translation, thank you @google http://t.co/YVHnuKfFnh" "mollyoloo" FALSE FALSE 1417564452
"16" "539930549544955904" "@google You are cordially invited to #India too.!" "sanjeetsalunke" FALSE FALSE 1417564449
"17" "539930426148544512" "@google support is always top notch" "AntAir267" FALSE FALSE 1417564419
"18" "539930397400776707" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "cmhans8" TRUE FALSE 1417564412
"19" "539930344288313345" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "kenya" TRUE FALSE 1417564400
"20" "539930221630070785" "#hcsm across the pond! #Socialmedia, @Google, &amp; the internet are medical tx - http://t.co/TRC2oO6K8u cc @SusannahFox @NightscoutProj" "joyclee" FALSE FALSE 1417564370
"21" "539930150997995520" ".@firefox update sees @Yahoo replace @google as default search option http://t.co/yQdfGdhYdP http://t.co/9ami3j0m8t @YahooTech #technology" "jbadajoz" FALSE FALSE 1417564354
"22" "539930149232189441" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "m_kononow" TRUE FALSE 1417564353
"23" "539930078323281921" "RT @CNNMoney: If you're looking for a Ouija Board, you're not alone. It's a top trending toy on @Google http://t.co/AsHJVaklUu http://t.co/…" "crumpbb" TRUE FALSE 1417564336
"24" "539929972127694849" "RT @meloncollie: Flat #design was cool bc it's not skeuomorphic then @google came out w/ material design and i dunno lol ¯°_o)/¯ https://…" "madden_kris" TRUE FALSE 1417564311
"25" "539929953450467328" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "adiloss" TRUE FALSE 1417564306
"26" "539929547928387584" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "MBHDTech" TRUE FALSE 1417564210
"27" "539929431922335744" "RT @JoeyDiggsJr: Shoutout to @google translate one time. #GameChanger #LifeSaver" "yesterek" TRUE FALSE 1417564182
"28" "539929387861168128" "Picture of Kristen Stewart http://t.co/TbSYhlw6Ru @AustinKlimp @Jordan @Google @Facebook @Galaxy @Samsung @JAPAN" "JordanKlimp" FALSE FALSE 1417564172
"29" "539929363278352386" "@google holding true to their mission statement by making the information \"... universally accessible...\" by giving tools for access." "Nixon" FALSE FALSE 1417564166
"30" "539929188505894912" "@google Receiving disingenuous hard sales robo calls from u. Recorded voice says urgent 4 listing, then person sells. Hung up when told no." "brianknolly" FALSE FALSE 1417564124
"31" "539929175184781312" "RT @GoParks: This year the #holidays are #MadeWithCode via @google -&gt; http://t.co/H15NaNT3XJ #NCTL2014" "richwithright" TRUE FALSE 1417564121
"32" "539929039901712385" "When G.M. Was @Google http://t.co/1GM2IJ7GHE" "RikiH" FALSE FALSE 1417564089
"33" "539928706160943104" "@google Fuck that (well,. keep it too), I need one!" "DanLoFat" FALSE FALSE 1417564009
"34" "539928582445752320" "@google Can you bring fiber to the tampa bay area at the same time?" "Swiheezy" FALSE FALSE 1417563980
"35" "539928517505339392" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "likeaboss5566" TRUE FALSE 1417563964
"36" "539928456641785859" "@madfisherman I did a @google search on \"hotels no pre payment\" and noticed the first link was previously clicked. Entered name and boom!" "mikeprocopio" FALSE FALSE 1417563950
"37" "539928454074884099" "I just published “The Deception Industry Is Betting Against You” https://t.co/YnUtjSymft .@DrewCourt .@PoliticsNation .@google .@tumblr RT" "The_FEEL_Center" FALSE FALSE 1417563949
"38" "539928435745763328" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "CAKreik" TRUE FALSE 1417563945
"39" "539928330426802176" "@SaraJaneGarvey @MuldoonPatrick @google Good question! Nobody good enough yet! " "AmberLHackmann" FALSE FALSE 1417563920
"40" "539928321115422722" "@google what about #Africa we still wait about the Hight debit internet connection." "mukimbili" FALSE FALSE 1417563917
"41" "539928306083045378" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "julia_kiedis" TRUE FALSE 1417563914
"42" "539928284926971905" "@google Good call. It's good to see major corps remembering the hard working low income families. Hope this gets rolled out to other places." "CardboardITTech" FALSE FALSE 1417563909
"43" "539928240702251008" "@googlesupport @google 2 hrs 8 min and counting on hold with google customer service and still no human being to talk to. Come on!" "pelechinITguy" FALSE FALSE 1417563898
"44" "539928193973497856" "@google delete it http://t.co/cZTToSFSr3" "loveforrussett" FALSE FALSE 1417563887
"45" "539928193033965568" "Picture of Kristen Stewart @AustinKlimp @Google @Facebook @Galaxy @Samsung http://t.co/jYmkbBtAMD" "JordanKlimp" FALSE FALSE 1417563887
"46" "539928175313043457" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "ezra802" TRUE FALSE 1417563883
"47" "539928167025094656" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "digitalsista" TRUE FALSE 1417563881
"48" "539928106224472064" "RT @nickreeldx: Google #Glass in Healthcare Is Here to Stay http://t.co/6PkVujS6xH via @hitconsultant @google @augmedix @pristineio @reeldx…" "socialcloudRT" TRUE FALSE 1417563866
"49" "539928011844235265" "RT @google: What’s #madewithcode? The lights at this year’s National Christmas Tree Lighting ceremony → http://t.co/RTWR6J70r7 http://t.co/…" "jamie_hi" TRUE FALSE 1417563844
"50" "539927816557453312" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "Thepsychosam95" TRUE FALSE 1417563797
"51" "539927803550904320" ".@Google Seriously, sort this shit out. I need money to live. It's sat in my Google Wallet account doing nothing. http://t.co/DRLqilGTsZ" "dev_meltus" FALSE FALSE 1417563794
"52" "539927751340195841" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "jsteneros" TRUE FALSE 1417563781
"53" "539927748370640897" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "mukimbili" TRUE FALSE 1417563781
"54" "539927728485433344" "@google And that is why everyone loves you Google! #stayawesome" "SystemsSC" FALSE FALSE 1417563776
"55" "539927584830521345" "@google and this is why you guys are amazing. Now bring Google Fiber to the north east. Or else!" "Grimmace57" FALSE FALSE 1417563742
"56" "539927453678829569" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "honomicr" TRUE FALSE 1417563710
"57" "539927442928836608" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "follah_" TRUE FALSE 1417563708
"58" "539927419319099392" "Officially passed the Google Analytics Exam!! @google @JenOsbon @googleanalytics #analytics" "CHernandez526" FALSE FALSE 1417563702
"59" "539927303958958080" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "AnibalStar" TRUE FALSE 1417563675
"60" "539927204977602562" "Whats up @google http://t.co/PWbJzFY1TA" "x86_g" FALSE FALSE 1417563651
"61" "539927193585844224" "Picture of Cara Delevingne @AustinKlimp @Google @Facebook @Galaxy @Samsung @VitalCoreHealthComponents http://t.co/VwvprPen1V" "JordanKlimp" FALSE FALSE 1417563648
"62" "539927139739398145" "@MuldoonPatrick @AmberLHackmann @google Yah, why isn't Patrick married yet :)" "SaraJaneGarvey" FALSE FALSE 1417563636
"63" "539927121192157184" "@MuldoonPatrick @google Yupp...I watched #BoyfriendForChristmas then I decided to ask Google " "AmberLHackmann" FALSE FALSE 1417563631
"64" "539927005769134080" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "NickRealMDG" TRUE FALSE 1417563604
"65" "539926786570612736" "Missed the @google Cloud Platform Meetup this morning, sadly, due to work deadlines. What am I missing guys? #google #googlecloud" "esimbie" FALSE FALSE 1417563551
"66" "539926780597903360" "“@AmberLHackmann: Is @google telling the truth? @MuldoonPatrick isn't married &amp; doesn't have kids? Say what? #Why #SuchACatch  ” me? : )" "MuldoonPatrick" FALSE FALSE 1417563550
"67" "539926652742930432" "Flat #design was cool bc it's not skeuomorphic then @google came out w/ material design and i dunno lol ¯°_o)/¯ https://t.co/GlQqaLb0fk" "meloncollie" FALSE FALSE 1417563520
"68" "539926484421341184" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "scne" TRUE FALSE 1417563479
"69" "539926465429508096" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "chanc" TRUE FALSE 1417563475
"70" "539926425747210240" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home. Using @Sprint? Poor families!" "jimcvit" FALSE FALSE 1417563465
"71" "539926374975160320" "RT @AllHands: So many give so we can help! @cleanones @EOProducts @google @serengetee @oskarblues  #GivingTuesday #dreamteam" "tweetkrishouses" TRUE FALSE 1417563453
"72" "539926344721653760" "RT @ValaAfshar: World Population:

1 @Facebook 
2 China
3 India
4 Tencent
5 @WhatsApp
6 United States
7 @Google+
8 @LinkedIn
9 @Twitter
10 …" "jetrosearles" TRUE FALSE 1417563446
"73" "539926343081684992" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "rrhhmadrid" TRUE FALSE 1417563446
"74" "539926187695284225" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "Eddyargeal" TRUE FALSE 1417563409
"75" "539926140433887233" "Specifically the iOS app. Just not easy to use, bad integration, no voice recog. I'd prefer to stick with @chrome @Google search for mobile." "mattpauljones" FALSE FALSE 1417563397
"76" "539926069210402816" "@itskellykline @JournalistsLike @google apparently!  Learn something new everyday..." "KBasham1" FALSE FALSE 1417563380
"77" "539926033307549696" "RT @google: We're helping 10,000 low-income families in New York connect to high-speed Internet at home http://t.co/GA5kAZeNsY http://t.co/…" "MachariaSK" TRUE FALSE 1417563372
"78" "539926022225813507" "@InkedAgony @RapturousSoul @google he's stealing your photos." "ohambrose" FALSE FALSE 1417563369
